,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,AGREEMENT_RK,TARGET,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
6470,1,0,0,1,1,63097424,0,30000.0,1,0
6471,1,0,0,1,1,63097539,0,21500.0,1,0
6472,1,0,1,2,2,63097732,0,5000.0,1,0
6473,1,0,1,2,0,63097871,0,12000.0,1,0
6474,1,0,0,0,0,63098102,1,7000.0,1,0
6475,1,0,1,1,1,63098599,0,6000.0,1,0
6476,0,1,1,1,0,63098755,0,6500.0,1,1
6477,1,0,0,1,1,63098918,0,22000.0,2,2
6478,1,0,0,1,0,63098977,0,30000.0,1,1
6479,1,0,1,1,1,63099040,0,19000.0,1,1
6480,1,0,1,2,2,63099080,0,13000.0,1,0
6481,1,0,1,1,1,63099170,0,18600.0,2,1
6482,1,0,0,0,1,63099299,1,50000.0,1,0
6483,1,0,0,0,0,63099451,0,18000.0,1,0
6484,1,0,0,2,3,63099537,0,25000.0,1,1
6485,1,0,0,1,1,63099552,0,30000.0,1,0
6486,1,0,0,2,2,63099557,0,33000.0,1,0
6487,1,0,1,2,2,63099685,0,12000.0,1,0
6488,1,0,0,0,0,63099901,0,20000.0,1,0
6489,1,0,0,2,2,63100077,0,7000.0,1,0
6490,1,0,1,1,1,63100129,1,7000.0,1,0
6491,1,0,0,2,2,63101008,0,11000.0,1,0
6492,1,0,1,0,2,63101062,0,10000.0,1,0
6493,1,0,0,2,0,63101140,0,20000.0,2,1
6494,1,0,0,0,0,63101145,0,30000.0,1,0
6495,1,0,1,2,2,63101211,0,15000.0,1,0
6496,1,0,1,2,2,63101689,0,20000.0,1,0
6497,1,0,0,1,0,63101884,0,20000.0,1,0
6498,0,1,1,2,0,63102000,0,6500.0,2,2
6499,1,0,0,0,0,63102036,0,10000.0,1,0
6500,1,0,0,3,0,63102869,0,25000.0,1,0
6501,1,0,0,0,0,63103133,0,8000.0,1,1
6502,1,0,1,1,1,63103400,0,6600.0,1,0
6503,1,0,1,3,3,63103775,0,15000.0,1,0
6504,1,0,0,1,1,63103959,0,60000.0,1,1
6505,1,0,1,0,0,63104137,0,8000.0,1,0
6506,0,1,1,0,0,63104225,0,10000.0,1,0
6507,1,0,1,1,1,63104252,0,15000.0,1,0
6508,1,0,1,0,0,63104280,0,10000.0,1,0
6509,1,0,1,0,0,63104686,0,13000.0,1,1
6510,1,0,0,3,3,63104936,1,9000.0,1,0
6511,1,0,1,0,0,63105195,0,6000.0,1,1
6512,1,0,0,1,1,63105642,0,16000.0,1,0
6513,1,0,1,3,3,63105953,0,15000.0,1,0
6514,1,0,1,1,1,63105957,0,11500.0,1,0
6515,1,0,1,0,0,63105980,0,12000.0,1,0
6516,1,0,1,3,1,63106024,0,12000.0,1,0
6517,1,0,0,0,0,63106281,0,7500.0,1,1
6518,1,0,1,0,0,63106328,1,12000.0,1,1
6519,1,0,1,1,1,63106532,0,8000.0,1,1
6520,1,0,1,2,0,63106663,0,12000.0,1,0
6521,1,0,1,1,1,63107202,0,30000.0,1,1
6522,1,0,1,1,1,63269723,0,9000.0,1,0
6523,1,0,1,0,0,63273207,0,11000.0,1,0
6524,1,0,1,0,0,63273839,0,15000.0,1,0
6525,1,0,1,1,1,63278794,0,8000.0,1,1
6526,1,0,1,1,1,63281347,0,15000.0,1,0
6527,1,0,0,1,1,63281472,0,16000.0,1,0
6528,1,0,1,1,1,63282320,0,10000.0,1,0
6529,0,1,1,0,0,63282932,0,6000.0,1,1
6530,1,0,1,2,2,63289419,1,18000.0,3,2
6531,1,0,1,1,1,63312792,1,10000.0,1,1
6532,1,0,0,0,0,63313251,0,11500.0,1,0
6533,1,0,0,0,0,63313395,0,8000.0,1,0
6534,0,1,1,0,0,63313708,0,5700.0,1,0
6535,1,0,0,0,0,63313714,0,20000.0,1,0
6536,1,0,0,0,0,63313718,1,15000.0,1,0
6537,1,0,1,1,1,63313763,0,7000.0,1,0
6538,1,0,1,2,0,63313772,0,21000.0,1,0
6539,1,0,0,2,0,63314146,0,20000.0,1,0
6540,1,1,1,5,0,63314195,0,8000.0,1,0
6541,1,0,1,1,0,63314238,0,6000.0,1,0
6542,1,0,0,0,0,63314268,0,30000.0,1,1
6543,1,0,1,1,1,63314433,0,15000.0,1,0
6544,1,0,1,2,1,63314442,0,11500.0,2,1
6545,1,0,1,2,0,63314558,0,15000.0,1,0
6546,1,0,0,2,2,63314560,0,27000.0,1,0
6547,1,0,0,1,0,63314566,0,18000.0,1,0
6548,1,0,1,3,3,63314642,0,20000.0,1,0
6549,0,1,1,2,0,63315064,0,7500.0,1,0
6550,0,1,1,0,0,63315731,0,6000.0,2,1
6551,1,0,0,1,1,63315787,1,16000.0,1,0
6552,1,0,1,0,0,63315877,0,20000.0,1,0
6553,1,0,1,2,1,63315906,0,9000.0,1,0
6554,1,0,1,0,0,63316071,1,9700.0,1,1
6555,1,0,0,0,0,63316138,1,50000.0,2,2
6556,1,0,0,1,1,63316429,0,35000.0,1,0
6557,1,0,0,1,2,63316593,0,18000.0,1,0
6558,1,0,0,1,1,63316649,0,25000.0,1,0
6559,1,0,1,1,1,63316693,0,15000.0,1,1
6560,1,0,1,0,0,63316889,0,12000.0,2,2
6561,1,0,1,0,0,63316898,1,20000.0,1,0
6562,1,0,1,2,2,63317005,0,12000.0,1,0
6563,1,0,0,1,0,63317108,0,12000.0,1,0
6564,1,0,0,1,1,63317165,0,14000.0,1,0
6565,1,0,0,0,0,63317187,0,12300.0,1,0
6566,1,0,0,1,1,63317301,0,15000.0,1,0
6567,1,0,1,0,0,63317335,0,7500.0,1,0
6568,1,0,0,0,0,63317354,0,20000.0,1,0
6569,1,0,1,2,2,63317501,0,9000.0,1,1
6570,1,0,0,0,0,63317759,0,35000.0,1,0
6571,1,0,0,1,1,63318016,0,12000.0,1,1
6572,1,0,1,1,1,63318219,0,8000.0,1,1
6573,1,0,0,2,2,63318541,0,25000.0,1,0
6574,1,0,0,1,2,63318640,0,25000.0,1,1
6575,1,0,0,2,2,63319480,0,10000.0,1,0
6576,1,0,1,0,0,63319510,0,40000.0,1,0
6577,1,0,0,0,0,63319729,0,30000.0,1,0
6578,1,0,0,0,0,63319748,1,9000.0,1,0
6579,1,0,0,0,0,63319848,1,18000.0,1,1
6580,1,0,0,0,0,63319881,0,15000.0,1,0
6581,1,0,0,0,0,63320003,0,25000.0,1,1
6582,1,0,0,1,0,63320064,0,9800.0,1,0
6583,1,0,1,3,3,63320100,1,15000.0,1,0
6584,1,0,1,1,1,63320259,0,13000.0,1,1
6585,1,0,1,2,2,63320540,0,12000.0,1,0
6586,1,0,1,0,0,63320736,0,13000.0,1,0
6587,1,0,0,0,0,63320744,0,7000.0,1,1
6588,1,0,1,3,0,63320780,0,10000.0,1,0
6589,0,1,0,3,0,63320939,0,7000.0,1,0
6590,0,1,1,2,1,63320995,0,15300.0,1,0
6591,1,0,1,0,0,63321242,0,15000.0,1,1
6592,1,0,1,1,1,63321371,1,11000.0,1,0
6593,1,0,1,1,1,63321546,0,10000.0,1,0
6594,1,0,0,0,0,63321553,1,15000.0,1,0
6595,1,0,0,0,0,63321572,0,14000.0,1,0
6596,0,1,1,0,0,63321686,0,7830.0,1,1
6597,1,0,0,0,0,63321848,0,25000.0,1,0
6598,1,0,0,1,1,63321937,0,14000.0,1,0
6599,1,0,1,1,0,63322039,0,14000.0,1,0
6600,1,0,1,2,1,63322082,0,13000.0,1,0
6601,1,0,1,2,2,63322207,0,8000.0,1,1
6602,1,0,1,2,0,63322214,1,16000.0,1,1
6603,1,0,1,2,0,63322286,0,7000.0,1,0
6604,1,0,1,0,0,63322288,0,19000.0,1,1
6605,0,1,1,0,0,63322415,0,7000.0,1,0
6606,1,0,0,2,0,63323130,0,30000.0,1,1
6607,1,0,1,2,0,63323147,0,8000.0,1,1
6608,1,0,1,1,1,63324224,0,10000.0,1,0
6609,1,0,0,0,0,63324632,0,9000.0,1,0
6610,1,0,1,0,0,63324835,0,5000.0,1,0
6611,1,0,0,1,1,63324836,0,20000.0,2,1
6612,1,0,1,2,0,63324920,0,7000.0,1,1
6613,1,0,1,0,0,63325026,1,20000.0,1,0
6614,0,1,1,2,0,63325097,0,7640.0,1,0
6615,1,0,1,2,0,63325226,0,15000.0,1,1
6616,1,1,1,2,0,63325274,0,16000.0,1,0
6617,1,0,0,2,2,63325691,0,15000.0,1,0
6618,1,0,1,1,1,63325789,0,12000.0,1,0
6619,1,0,1,0,0,63325943,0,10000.0,1,0
6620,1,0,1,0,0,63325996,0,10000.0,1,0
6621,1,0,1,2,0,63326133,0,10000.0,1,0
6622,0,1,0,2,0,63326150,0,10500.0,1,0
6623,1,0,0,1,1,63326196,0,15000.0,1,0
6624,1,0,1,2,0,63326226,0,18500.0,1,0
6625,1,0,0,0,0,63326407,0,30000.0,1,0
6626,1,0,1,1,1,63326862,0,20000.0,2,1
6627,1,0,0,0,0,63327169,0,12000.0,1,0
6628,1,0,1,2,2,63327446,0,10500.0,1,0
6629,1,0,0,2,2,63327543,0,25000.0,1,0
6630,1,0,1,1,1,63327628,0,9000.0,1,0
6631,1,0,0,0,0,63327912,0,10000.0,1,0
6632,1,0,1,0,0,63328014,0,15000.0,1,0
6633,1,0,1,3,1,63328148,1,16000.0,1,0
6634,1,0,1,0,0,63328237,0,13000.0,1,0
6635,1,0,1,1,0,63328344,1,20000.0,1,0
6636,1,0,1,0,0,63328585,0,9000.0,1,0
6637,1,0,1,2,0,63328653,0,6000.0,1,0
6638,1,0,1,1,1,63328714,0,10000.0,1,0
6639,1,0,0,2,2,63328794,0,15000.0,1,1
6640,1,0,1,2,2,63329094,0,12000.0,1,0
6641,1,0,1,0,0,63329319,0,20000.0,1,0
6642,1,0,0,0,0,63329519,0,20000.0,1,1
6643,1,0,1,0,0,63330008,0,15000.0,1,1
6644,1,0,1,1,1,63330021,0,12000.0,1,0
6645,1,0,0,1,1,63330336,0,20000.0,1,1
6646,1,0,1,2,0,63330375,0,17000.0,1,0
6647,0,1,1,0,0,63330735,0,6500.0,1,1
6648,0,1,1,0,0,63330742,0,12000.0,1,1
6649,1,1,1,0,0,63331225,0,6500.0,1,0
6650,1,0,0,2,2,63331264,1,10000.0,1,0
6651,1,0,0,1,1,63332055,0,9200.0,1,1
6652,1,0,1,1,1,63332064,0,17000.0,2,1
6653,1,0,0,2,0,63332112,0,9500.0,1,0
6654,1,0,1,1,0,63332465,0,14000.0,1,0
6655,1,0,1,1,1,63332580,1,12000.0,1,0
6656,1,0,1,1,1,63332609,0,10500.0,1,0
6657,1,0,1,2,2,63333001,0,5500.0,1,0
6658,1,0,1,2,2,63333595,1,35000.0,1,0
6659,0,1,1,0,0,63333674,0,4800.0,1,0
6660,1,0,1,0,0,63333939,0,6000.0,1,0
6661,1,0,0,0,0,63334199,0,12000.0,1,0
6662,1,0,1,2,2,63334329,0,7000.0,2,1
6663,1,0,1,0,0,63334576,0,8000.0,1,0
6664,1,0,0,0,0,63334803,0,25000.0,1,0
6665,0,1,1,0,0,63366966,0,14000.0,1,0
6666,1,0,1,1,0,63367151,0,7000.0,1,0
6667,1,0,0,1,2,63371070,0,16000.0,1,0
6668,1,0,1,1,1,63371511,0,10000.0,1,0
6669,1,0,1,1,1,63373690,0,35000.0,1,1
6670,1,0,0,1,1,63373691,0,11000.0,2,1
6671,1,0,1,0,0,63584422,0,7000.0,1,0
6672,1,1,1,8,1,63584425,0,7500.0,1,0
6673,1,0,0,1,1,63584839,1,15000.0,1,0
6674,1,0,0,2,2,63585054,0,18000.0,1,0
6675,1,0,1,0,0,63585339,0,6000.0,1,0
6676,1,0,1,0,0,63585368,1,10000.0,1,0
6677,1,0,1,0,0,63585487,0,17000.0,1,0
6678,1,0,1,2,2,63585489,0,19000.0,1,0
6679,1,0,0,3,3,63585590,0,5000.0,1,0
6680,1,0,1,1,0,63585904,0,25000.0,1,0
6681,1,0,1,1,0,63585931,0,5000.0,1,0
6682,1,0,1,0,0,63585961,0,22000.0,1,0
6683,1,1,0,1,0,63586015,0,15000.0,1,0
6684,1,0,1,3,3,63586019,0,12000.0,1,0
6685,1,0,0,2,2,63586430,0,16000.0,1,0
6686,1,0,1,1,1,63586581,0,14000.0,1,0
6687,1,0,1,2,2,63586716,0,20000.0,1,0
6688,1,0,1,2,2,63586936,1,12000.0,2,0
6689,1,0,1,1,1,63587278,0,18000.0,1,0
6690,1,0,1,2,0,63587336,0,10000.0,1,1
6691,1,0,0,1,1,63587386,0,30000.0,1,0
6692,1,0,0,1,1,63587446,0,15000.0,1,0
6693,0,1,0,0,0,63587500,0,5000.0,1,0
6694,1,0,0,0,0,63587601,0,20000.0,1,0
6695,1,0,0,2,2,63588063,0,22000.0,1,0
6696,1,0,0,0,0,63588179,1,25000.0,1,0
6697,1,0,1,0,0,63588265,0,15000.0,1,1
6698,1,0,0,1,1,63588418,0,11000.0,1,0
6699,1,0,0,0,0,63588427,0,20000.0,1,0
6700,1,0,1,0,0,63588523,0,10000.0,1,0
6701,1,0,1,1,0,63588535,0,9000.0,1,1
6702,1,0,0,3,2,63588591,1,40000.0,1,1
6703,1,0,0,2,2,63588718,0,8000.0,1,0
6704,0,1,0,3,0,63588808,0,5200.0,1,0
6705,1,0,0,2,2,63588876,0,47000.0,1,0
6706,1,0,0,1,1,63589092,0,10000.0,1,0
6707,1,0,1,1,1,63589156,0,10000.0,1,0
6708,1,0,1,1,0,63589590,0,13000.0,1,0
6709,1,0,0,3,4,63589639,0,12000.0,1,1
6710,1,0,1,1,1,63589668,0,16500.0,1,0
6711,1,0,0,2,1,63589722,0,9000.0,1,0
6712,0,1,0,2,0,63589787,0,4600.0,1,0
6713,0,1,1,0,0,63589825,0,6500.0,1,0
6714,1,0,1,1,1,63589885,1,8000.0,1,0
6715,1,0,1,1,1,63590051,0,5000.0,1,0
6716,1,0,1,2,2,63590339,0,17000.0,1,0
6717,1,0,1,2,2,63590644,0,20000.0,1,0
6718,1,0,0,0,0,63591005,1,9000.0,1,0
6719,1,0,0,1,1,63591085,0,4500.0,1,0
6720,1,0,0,1,1,63591118,0,9000.0,1,0
6721,1,0,1,0,0,63591154,0,35000.0,1,0
6722,0,1,1,1,0,63591255,0,11500.0,1,0
6723,1,0,0,2,2,63591367,0,11300.0,1,0
6724,1,0,1,0,0,63591394,0,15000.0,1,0
6725,0,1,0,0,0,63591440,0,4500.0,1,0
6726,1,0,1,0,0,63591787,0,13000.0,1,0
6727,1,0,0,2,0,63592026,0,7000.0,1,0
6728,0,1,1,0,0,63592239,0,11000.0,1,0
6729,1,0,1,1,1,63592286,1,10000.0,1,0
6730,0,1,1,0,0,63592616,0,5460.0,1,0
6731,1,0,1,2,2,63592633,0,7000.0,1,0
6732,1,0,1,0,0,63592885,0,9000.0,1,0
6733,1,0,1,2,2,63593057,0,4500.0,1,0
6734,1,0,1,0,0,63593244,0,12000.0,1,0
6735,0,1,1,2,0,63593320,0,6500.0,2,1
6736,0,1,1,0,0,63593328,0,7000.0,1,1
6737,1,0,1,0,0,63593571,0,6000.0,1,0
6738,1,0,1,1,1,63593662,0,20000.0,1,0
6739,1,0,0,3,3,63593845,0,10000.0,1,0
6740,1,0,0,0,0,63593854,0,15000.0,1,0
6741,1,0,1,0,0,63593859,1,15000.0,1,0
6742,1,0,1,0,0,63594059,0,15000.0,1,0
6743,1,0,0,3,3,63594169,0,17000.0,1,0
6744,1,0,0,2,2,63594354,0,27000.0,1,1
6745,1,0,1,3,0,63594437,0,6000.0,1,0
6746,1,0,1,0,0,63594443,0,4000.0,2,1
6747,1,0,1,1,1,63594447,0,7000.0,1,1
6748,1,0,1,1,1,63594463,0,8000.0,1,0
6749,1,0,1,1,1,63594774,1,25000.0,1,0
6750,1,0,0,1,1,63594862,0,12000.0,1,0
6751,1,0,0,0,0,63595053,0,20000.0,1,1
6752,1,0,0,0,0,63595062,0,10000.0,1,0
6753,1,0,1,2,0,63595111,0,12000.0,1,0
6754,0,1,1,0,0,63595158,0,6608.0,1,1
6755,1,0,0,1,1,63595268,0,16000.0,1,0
6756,1,0,1,3,3,63595309,0,10000.0,1,0
6757,1,0,1,0,0,63595541,0,18000.0,1,0
6758,1,0,0,0,0,63595545,0,15000.0,1,0
6759,1,0,1,0,0,63595679,0,15000.0,1,0
6760,1,0,1,0,0,63595836,1,20000.0,1,0
6761,1,0,0,2,2,63595869,0,20000.0,1,0
6762,1,0,1,2,0,63595949,0,18000.0,1,0
6763,1,0,0,0,0,63596287,0,10000.0,1,0
6764,1,0,1,1,1,63596592,0,7000.0,1,0
6765,1,0,0,1,0,63596597,0,12000.0,1,0
6766,1,0,0,0,1,63596691,0,10000.0,1,0
6767,1,0,1,2,2,63596797,0,19000.0,1,0
6768,1,0,0,1,1,63596951,0,13000.0,1,0
6769,1,0,0,0,0,63597007,0,15000.0,1,1
6770,1,0,0,1,0,63598373,0,10000.0,1,0
6771,1,0,1,2,2,63598377,0,17000.0,1,0
6772,1,0,1,0,0,63598429,0,8000.0,1,0
6773,1,0,0,0,0,63598699,0,18000.0,1,0
6774,1,0,1,1,1,63598728,0,15000.0,1,0
6775,1,0,0,2,2,63598734,0,10000.0,1,0
6776,1,0,0,1,1,63598801,0,30000.0,1,0
6777,1,0,0,2,2,63598852,0,21000.0,1,0
6778,1,1,1,0,0,63598950,0,16000.0,1,0
6779,1,0,0,0,0,63599045,1,11000.0,1,0
6780,1,0,0,1,1,63599338,0,17000.0,2,0
6781,1,0,0,0,0,63599442,0,15000.0,1,0
6782,1,0,1,0,0,63599552,0,8000.0,1,0
6783,1,0,0,1,1,63599601,0,10000.0,1,0
6784,1,0,0,3,3,63599632,0,20000.0,1,0
6785,1,0,1,0,0,63599647,0,10000.0,1,0
6786,1,0,1,0,0,63599865,0,13000.0,1,0
6787,1,0,0,4,1,63599992,0,10000.0,1,0
6788,1,0,1,4,1,63600293,0,6000.0,1,0
6789,1,0,0,1,1,63600347,0,12000.0,1,0
6790,1,0,1,1,1,63600403,0,12000.0,1,0
6791,1,0,1,3,1,63600505,0,10000.0,1,0
6792,1,0,1,0,0,63600552,0,15000.0,1,0
6793,1,0,0,2,2,63600601,0,7000.0,1,1
6794,1,0,0,1,1,63600604,0,25000.0,1,1
6795,1,0,1,3,0,63600619,0,13000.0,1,0
6796,1,0,1,1,1,63601316,0,9500.0,1,0
6797,1,0,1,0,0,63601326,0,12000.0,1,1
6798,1,0,1,1,1,63601542,0,35000.0,1,0
6799,0,1,1,0,0,63602002,0,3500.0,1,0
6800,1,0,0,0,0,63602198,0,13000.0,1,0
6801,1,0,1,2,2,63602322,0,8500.0,1,0
6802,1,0,0,0,0,63602510,0,30000.0,1,0
6803,1,0,0,1,1,63602610,1,26000.0,1,0
6804,1,0,1,1,1,63602618,0,10000.0,1,0
6805,1,1,1,0,0,63602944,0,20000.0,1,1
6806,1,1,1,0,0,63602980,1,8000.0,1,0
6807,0,1,1,2,0,63602995,0,6000.0,1,0
6808,0,1,1,2,0,63603048,0,5200.0,1,0
6809,1,0,1,1,1,63603236,0,20000.0,1,0
6810,1,0,1,0,0,63603328,0,13000.0,1,1
6811,1,0,1,3,0,63603356,0,9000.0,1,0
6812,1,0,1,0,0,63603505,0,8000.0,1,0
6813,1,0,0,1,0,63603781,0,12000.0,1,0
6814,1,0,1,1,0,63603818,0,10000.0,1,0
6815,1,0,1,1,0,63603914,0,16000.0,2,0
6816,1,0,0,1,1,63603993,0,30000.0,1,0
6817,1,0,0,0,0,63604152,0,30000.0,1,1
6818,1,0,0,1,1,63604196,0,20000.0,1,1
6819,1,0,0,2,2,63604271,0,16000.0,1,1
6820,1,0,1,1,1,63604278,0,11000.0,1,0
6821,1,0,1,2,1,63604293,0,15000.0,1,0
6822,1,0,0,2,1,63604416,0,10000.0,1,0
6823,1,0,0,0,0,63604854,0,24000.0,1,0
6824,1,0,1,0,0,63604859,0,25000.0,1,0
6825,1,0,0,0,0,63604939,1,10000.0,1,0
6826,1,0,0,0,0,63605241,0,14000.0,1,0
6827,1,0,1,2,2,63605317,0,7800.0,1,0
6828,1,0,0,1,1,63623392,0,17000.0,2,1
6829,1,0,1,2,2,63623627,0,8000.0,1,1
6830,1,0,1,2,0,63623900,0,25000.0,1,1
6831,1,0,0,1,1,63623916,0,35000.0,1,1
6832,1,0,1,0,0,63624074,0,15000.0,2,2
6833,1,0,0,1,1,63624466,0,25000.0,1,1
6834,1,0,0,0,0,63624595,1,7000.0,2,1
6835,1,0,1,1,1,63624662,0,9000.0,2,1
6836,1,0,1,1,1,63624739,0,17000.0,1,1
6837,1,0,1,1,0,63624762,0,6300.0,1,1
6838,0,1,1,0,0,63625257,0,12000.0,1,1
6839,0,1,1,0,0,63625365,0,12000.0,1,1
6840,1,0,1,1,0,63625400,0,15000.0,1,1
6841,1,0,0,1,1,63625411,0,20000.0,1,1
6842,1,0,0,0,0,63625907,0,15000.0,1,1
6843,1,0,1,3,0,63626102,0,8000.0,2,1
6844,0,1,0,0,0,63626129,0,6200.0,1,1
6845,1,0,0,3,3,63626201,0,13000.0,1,1
6846,1,0,1,1,0,63626294,0,8000.0,1,1
6847,1,0,1,0,0,63626510,1,47000.0,1,1
6848,1,0,0,0,0,63626614,0,12000.0,1,1
6849,1,0,1,0,0,63627152,0,13000.0,2,1
6850,1,0,1,1,1,63627170,0,6000.0,2,1
6851,0,1,1,0,0,63627551,0,10000.0,1,1
6852,1,0,1,2,0,63627728,0,13000.0,1,1
6853,1,0,1,1,1,63627761,0,10000.0,1,1
6854,1,0,0,0,0,63628002,0,20000.0,1,1
6855,1,1,1,1,0,63628033,0,9000.0,1,1
6856,1,0,1,0,0,63628270,1,12000.0,1,1
6857,1,0,0,1,0,63629293,1,20000.0,1,1
6858,1,0,1,1,1,63629403,0,13000.0,1,1
6859,0,1,1,0,0,63629479,0,11000.0,1,1
6860,1,0,1,0,0,63629577,0,35000.0,1,1
6861,1,0,1,1,1,63629583,0,12000.0,1,1
6862,1,0,0,1,1,63630011,0,11000.0,1,1
6863,1,0,0,0,0,63630188,0,9000.0,1,1
6864,1,0,1,1,1,63630234,0,10000.0,2,1
6865,1,0,0,1,1,63630283,0,21000.0,1,1
6866,1,0,1,2,2,63630350,1,9500.0,1,1
6867,1,0,0,0,0,63630605,1,17000.0,1,1
6868,1,0,0,0,0,63630629,0,14000.0,1,1
6869,1,1,0,0,0,63630712,0,20000.0,1,1
6870,1,0,1,1,0,63631351,0,8000.0,2,1
6871,1,0,1,0,0,63631379,0,10000.0,1,1
6872,1,0,0,1,1,63631686,0,9000.0,1,1
6873,1,0,1,1,1,63631920,0,14000.0,1,1
6874,1,0,0,1,0,63632418,0,25000.0,1,1
6875,0,1,1,4,4,63632553,0,20000.0,3,2
6876,1,0,1,1,0,63632621,0,23000.0,1,1
6877,1,0,1,1,1,63632742,0,12000.0,1,1
6878,1,0,0,1,1,63632789,0,20000.0,1,1
6879,1,0,1,1,1,63633182,1,5500.0,1,1
6880,1,0,0,2,2,63633246,0,15000.0,2,2
6881,1,0,1,1,1,63633262,1,12000.0,1,1
6882,1,0,0,0,0,63633352,0,20000.0,1,1
6883,1,0,0,0,0,63633905,1,13500.0,1,1
6884,1,0,1,0,0,63634089,0,5000.0,1,1
6885,1,0,1,0,0,63634160,0,10000.0,1,1
6886,1,0,0,2,2,63634267,0,12000.0,2,1
6887,1,0,0,2,2,63634314,0,38000.0,1,1
6888,1,0,1,4,0,63634502,0,16500.0,1,1
6889,1,0,0,1,1,63634593,0,16000.0,1,1
6890,1,0,1,2,0,63635001,0,10000.0,1,1
6891,1,0,1,0,0,63635122,0,6000.0,1,1
6892,1,0,1,1,0,63635143,0,20000.0,3,3
6893,1,0,1,0,0,63635238,0,14000.0,1,1
6894,1,0,0,0,0,63635277,0,24000.0,1,1
6895,1,0,1,2,1,63635365,0,5000.0,1,1
6896,1,0,1,0,0,63635952,1,12000.0,2,1
6897,1,0,1,0,0,63635960,0,13000.0,1,1
6898,1,0,0,0,0,63636120,0,15000.0,1,1
6899,1,0,1,2,1,63636270,0,25000.0,1,1
6900,1,0,0,1,1,63636315,1,40000.0,2,2
6901,1,0,1,2,2,63636320,0,13000.0,1,1
6902,1,0,0,3,0,63636338,0,10000.0,1,1
6903,1,0,0,0,0,63636593,0,10000.0,1,1
6904,1,0,1,2,1,63636646,0,23000.0,1,1
6905,1,0,1,1,1,63636663,0,10000.0,2,2
6906,1,0,1,0,0,63637148,1,10000.0,1,1
6907,1,0,0,1,1,63637235,0,10000.0,1,1
6908,0,1,1,1,0,63637301,0,6000.0,1,1
6909,1,0,0,1,1,63637367,1,27000.0,1,1
6910,1,0,1,0,0,63637598,0,5500.0,1,1
6911,1,0,0,0,0,63637716,1,17500.0,1,1
6912,1,0,1,1,0,63637881,0,9000.0,2,1
6913,1,0,0,2,2,63638095,1,25000.0,2,2
6914,1,0,0,1,2,63757457,1,30000.0,2,1
6915,1,0,0,2,1,63757465,0,5500.0,3,2
6916,1,0,1,1,1,63760332,0,8000.0,4,3
6917,1,0,0,1,0,63769123,1,16000.0,3,2
6918,1,0,0,1,2,63804145,0,17000.0,2,2
6919,1,0,1,0,0,63805894,0,6500.0,2,1
6920,1,0,1,3,1,63806314,1,20000.0,3,2
6921,1,0,1,1,1,63806721,0,14000.0,2,1
6922,1,1,1,2,1,63807158,0,12000.0,5,4
6923,1,0,0,1,2,63807766,0,50000.0,2,2
6924,1,0,1,0,0,63807989,0,6000.0,2,1
6925,1,0,0,1,1,63808545,1,15000.0,3,2
6926,0,1,0,0,0,63808690,0,10000.0,5,4
6927,1,0,0,0,0,63810464,0,25000.0,2,1
6928,1,0,1,0,0,63810765,0,15000.0,5,4
6929,0,1,1,1,0,63810875,1,8500.0,3,2
6930,1,0,0,0,0,63812128,0,10500.0,2,1
6931,1,0,1,2,0,63813472,0,12000.0,2,1
6932,1,0,1,1,0,63814550,1,25000.0,2,1
6933,1,0,1,2,2,63817008,0,10000.0,4,4
6934,1,1,0,0,0,63817335,0,12000.0,3,3
6935,1,0,0,2,2,63818465,0,15000.0,4,4
6936,1,1,0,3,1,63818567,1,30000.0,2,2
6937,1,0,1,1,1,63818689,0,25000.0,2,2
6938,1,0,1,0,0,63819882,0,24000.0,3,3
6939,1,0,1,2,2,63820153,0,8000.0,2,1
6940,1,0,0,2,1,63852056,1,11000.0,5,5
6941,1,0,1,0,0,63852949,0,11500.0,2,1
6942,1,0,0,3,3,63860099,0,14500.0,4,4
6943,1,0,1,0,0,63861309,0,14000.0,5,4
6944,1,0,0,1,0,63891395,0,18000.0,1,0
6945,1,0,0,1,0,63891443,0,25000.0,1,0
6946,1,0,1,1,1,63891476,0,6000.0,1,0
6947,0,1,1,2,0,63891518,0,16000.0,1,0
6948,1,0,0,0,0,63891653,0,8000.0,1,0
6949,1,0,1,0,0,63891909,0,17000.0,2,0
6950,1,0,0,1,1,63892157,0,15000.0,1,0
6951,1,0,1,2,0,63892315,0,8000.0,1,0
6952,1,0,1,1,0,63892373,0,12000.0,1,0
6953,1,0,1,2,0,63892694,0,19000.0,1,0
6954,1,0,1,3,0,63892706,0,10000.0,1,0
6955,1,0,0,1,2,63892757,0,20000.0,1,0
6956,1,0,0,2,0,63892792,1,15000.0,1,0
6957,0,1,1,0,0,63892860,0,9000.0,1,0
6958,1,0,1,0,0,63892930,0,15000.0,1,0
6959,1,0,0,2,2,63892947,0,15000.0,1,0
6960,1,0,0,0,0,63893059,0,12000.0,1,0
6961,1,0,0,1,0,63893065,0,9000.0,1,0
6962,1,0,1,3,0,63893076,0,7000.0,1,0
6963,1,0,1,1,1,63893419,1,17000.0,1,0
6964,1,1,1,2,0,63893493,1,13000.0,1,0
