,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,TARGET,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
2435,1,0,0,2,2,0,9500.0,1,0
2437,0,1,1,1,0,0,3000.0,1,1
2440,1,0,1,3,0,0,7000.0,1,0
2442,1,0,1,2,2,0,11500.0,1,0
2444,0,1,0,0,0,0,9000.0,1,0
2448,1,0,1,2,0,1,6500.0,1,0
2452,0,1,0,5,0,0,3700.0,1,0
2455,1,0,1,2,2,0,5500.0,1,0
2456,1,0,1,3,3,0,9000.0,1,0
2457,1,0,1,1,1,1,17000.0,1,0
2461,1,0,0,0,0,1,11000.0,1,1
2462,1,0,1,3,3,0,15000.0,1,0
2469,0,1,0,3,0,0,4500.0,1,0
2471,1,0,0,1,0,0,14000.0,1,0
2478,1,1,1,0,0,0,13000.0,1,0
2480,1,0,0,0,0,0,17500.0,1,0
2491,1,0,0,1,2,0,17000.0,1,0
2493,1,1,1,3,0,0,8800.0,1,0
2494,1,0,0,1,1,1,12000.0,1,0
2497,0,1,1,3,0,0,6500.0,1,1
2506,1,0,0,2,1,0,17000.0,1,1
2507,1,0,1,1,0,1,40000.0,1,0
2508,1,0,1,0,0,0,8000.0,2,1
2509,1,0,1,3,0,1,10000.0,1,0
2511,1,0,0,1,1,0,43000.0,1,0
2512,1,0,0,3,0,0,20000.0,1,0
2516,1,0,1,2,0,1,14500.0,1,0
2519,1,0,0,1,2,0,15000.0,1,1
2522,0,1,1,1,0,0,5000.0,1,0
2528,1,0,0,1,1,1,20000.0,1,0
2536,1,0,1,0,0,1,25000.0,1,1
2539,1,0,1,1,0,0,21000.0,1,0
2540,1,1,0,2,2,1,13000.0,1,0
2542,1,0,0,2,2,1,22000.0,1,0
2543,1,0,1,4,0,0,4800.0,2,1
2546,1,0,0,4,1,0,12000.0,1,1
2549,1,1,0,2,0,1,15000.0,1,0
2551,1,0,1,1,0,0,11500.0,1,1
2552,0,1,1,1,0,0,4600.0,1,0
2553,1,0,0,1,1,0,5000.0,1,0
2557,1,0,1,1,0,0,9500.0,1,0
2561,1,0,1,2,0,1,25000.0,1,1
2564,0,1,1,1,0,0,6900.0,1,0
2565,0,1,1,0,0,0,5582.0,1,0
2567,0,1,1,1,0,0,6600.0,1,1
2578,1,0,1,2,2,0,7500.0,1,0
2581,0,1,0,0,0,0,3500.0,1,0
2582,1,1,1,2,0,0,15600.0,1,0
2584,1,0,1,1,1,0,21000.0,1,0
2586,1,0,0,1,1,1,40000.0,1,0
2587,1,0,0,1,2,0,22000.0,1,0
2589,1,0,1,5,5,0,6000.0,1,0
2590,1,0,1,1,1,1,22000.0,2,0
2592,1,0,0,0,0,0,7800.0,1,0
2595,0,1,1,0,0,0,4900.0,1,1
2596,1,0,0,2,2,0,6500.0,1,0
2599,1,0,1,0,2,1,16000.0,1,0
2602,1,0,0,2,2,0,17000.0,1,1
2605,1,0,0,1,1,0,11700.0,1,0
2606,1,0,0,0,0,0,12000.0,2,0
2609,0,1,0,3,0,0,10000.0,1,0
2610,1,0,0,0,0,0,31000.0,1,0
2611,1,0,1,2,1,0,30000.0,1,0
2612,0,1,1,1,0,0,7500.0,1,1
2617,0,1,0,1,0,0,3700.0,1,0
2618,1,1,1,0,0,0,19000.0,1,0
2620,1,1,1,2,0,1,28000.0,1,0
2623,1,0,1,1,1,0,21000.0,1,1
2624,1,0,0,1,2,0,18000.0,1,1
2626,0,1,1,0,0,0,7500.0,1,0
2628,1,1,1,1,0,0,28000.0,1,0
2631,1,1,1,3,0,0,12000.0,1,1
2637,1,0,0,0,1,0,12000.0,2,1
2640,0,1,1,3,2,0,44000.0,2,1
2641,1,0,1,3,0,0,15000.0,1,0
2644,0,1,0,0,0,0,30000.0,1,0
2645,1,0,0,1,2,0,150000.0,1,1
2646,1,1,0,2,0,0,12000.0,1,0
2650,0,1,0,2,0,0,5000.0,1,0
2658,1,1,1,2,1,0,12000.0,1,0
2672,1,0,0,1,1,0,9300.0,1,0
2675,1,0,1,2,0,1,35000.0,1,1
2676,1,0,0,2,2,0,17500.0,1,0
2679,1,0,1,2,0,0,19000.0,1,0
2680,1,0,1,3,1,1,7000.0,1,0
2683,0,1,1,1,1,0,4000.0,1,0
2687,1,0,1,2,2,0,4500.0,1,0
2688,1,0,0,2,1,1,17000.0,1,0
2691,1,0,1,0,0,0,18000.0,2,1
2694,1,0,1,1,1,1,5000.0,1,0
2695,1,0,1,3,2,0,10000.0,1,0
2699,1,0,1,0,0,1,40000.0,1,0
2700,1,0,1,2,1,0,6500.0,1,0
2702,1,0,0,2,2,0,12500.0,1,0
2703,1,0,1,2,2,1,6500.0,1,1
2708,1,0,0,1,1,0,30000.0,2,2
2709,1,0,1,1,1,0,10000.0,2,1
2712,1,0,0,3,1,0,22000.0,1,0
2713,1,0,0,2,3,1,12000.0,2,0
2716,1,0,1,0,0,1,20000.0,1,1
2718,1,0,1,1,1,1,3800.0,1,0
2725,1,1,0,1,0,0,8000.0,1,0
2726,1,0,0,2,0,0,250000.0,1,0
2727,1,0,0,2,1,0,8000.0,1,0
2731,1,0,1,1,1,1,7000.0,1,0
2735,1,0,0,4,0,0,23000.0,1,0
2736,1,0,0,1,1,0,8500.0,1,1
2741,1,0,0,1,1,0,10000.0,2,2
2746,1,0,1,0,0,0,15500.0,1,0
2747,1,0,1,1,2,0,7000.0,1,0
2749,1,0,1,2,2,0,35000.0,1,1
2751,1,0,0,1,1,1,30000.0,1,1
2752,1,0,0,1,2,0,12000.0,1,0
2753,1,0,0,2,2,0,13000.0,1,0
2755,1,0,1,2,2,0,18000.0,1,1
2756,1,0,0,0,0,1,17000.0,2,2
2762,1,0,0,0,0,1,13000.0,1,0
2763,0,1,0,1,0,1,4000.0,1,1
2767,1,1,0,0,0,0,50000.0,1,0
2768,1,0,1,2,2,0,17000.0,1,0
2769,1,0,1,3,0,0,16000.0,1,0
2776,1,0,1,4,1,0,4300.0,1,0
2778,1,1,1,1,0,0,6000.0,2,1
2779,1,0,1,0,0,1,7900.0,1,0
2784,1,0,1,0,0,0,25000.0,2,1
2785,1,0,0,2,2,0,16000.0,2,1
2786,1,0,1,2,0,0,15000.0,2,1
2787,1,0,1,2,2,0,13500.0,1,0
2788,1,1,0,2,0,0,27000.0,1,0
2797,1,0,0,2,1,0,13000.0,1,0
2799,1,1,0,2,0,0,10000.0,1,0
2803,1,0,1,0,0,0,70000.0,1,0
2805,1,0,1,1,0,0,40000.0,1,0
2811,1,0,1,1,0,1,15000.0,1,0
2814,1,0,0,0,0,0,4300.0,1,1
2815,0,1,1,3,0,0,4500.0,1,1
2816,1,0,0,0,0,1,8000.0,1,0
2818,1,0,0,2,2,0,4000.0,1,0
2820,1,0,1,1,1,1,9100.0,1,1
2822,1,0,0,0,0,0,36000.0,1,1
2831,1,1,1,4,0,0,14000.0,2,1
2832,1,1,1,1,1,0,20000.0,1,0
2835,0,1,1,3,0,1,4500.0,2,0
2838,1,0,1,2,0,1,30000.0,2,0
2841,1,0,0,2,0,1,30000.0,1,0
2843,1,0,1,1,1,0,12500.0,1,0
2850,0,1,1,0,0,1,7500.0,1,1
2853,1,0,1,1,1,0,12000.0,2,0
2854,1,0,0,0,0,0,8000.0,2,2
2858,1,1,0,0,0,0,30000.0,1,0
2859,1,0,0,1,1,0,6000.0,2,1
2861,1,0,0,2,2,0,35000.0,1,1
2862,1,0,0,2,2,0,20000.0,2,0
2863,0,1,1,3,3,0,9100.0,1,0
2864,1,0,0,2,2,1,9000.0,1,0
2866,1,0,0,2,2,0,13000.0,2,0
2868,1,0,1,3,3,0,13000.0,1,0
2869,1,0,0,1,1,0,27000.0,2,2
2870,1,0,0,1,1,0,20000.0,2,1
2873,0,1,1,2,0,0,6200.0,1,0
2875,1,0,1,2,2,0,10000.0,2,2
2876,1,0,0,1,0,0,20000.0,1,0
2877,1,0,1,3,3,0,17000.0,2,1
2882,0,1,1,0,0,0,4700.0,1,0
2884,1,0,1,3,0,1,6000.0,1,0
2885,1,0,1,1,1,1,5200.0,2,0
2886,1,0,0,2,0,0,5500.0,2,1
2887,1,0,0,0,0,1,13000.0,2,2
2889,1,0,0,1,2,0,25000.0,1,1
2892,0,1,1,2,0,0,5300.0,2,2
2893,1,0,0,3,2,0,10000.0,1,0
2894,1,0,0,2,2,0,26000.0,1,0
2898,0,1,0,2,0,0,7500.0,1,0
2900,1,0,1,0,0,0,6000.0,2,0
2901,1,0,1,2,2,0,5700.0,1,0
2905,1,0,0,2,1,0,14000.0,2,1
2914,1,0,0,2,2,1,50000.0,1,0
2915,1,0,0,1,1,0,17000.0,2,2
2916,0,1,1,6,0,0,5200.0,2,1
2917,1,0,0,0,0,0,8000.0,3,2
2918,0,1,0,0,0,0,6000.0,1,0
2923,1,0,0,1,1,1,15000.0,2,1
2925,1,0,1,1,0,0,18000.0,2,0
2928,1,0,1,2,2,0,8500.0,1,0
2929,1,0,1,0,1,0,18000.0,1,0
2934,1,0,1,1,1,1,5000.0,3,2
2937,1,0,1,2,0,0,9500.0,1,0
2939,1,0,1,1,1,0,8200.0,2,0
2942,1,1,0,0,0,1,15000.0,1,0
2943,1,0,0,1,2,1,15000.0,1,0
2944,1,0,1,2,2,0,16000.0,2,2
2945,0,1,1,0,0,0,8000.0,2,1
2946,1,0,0,2,0,0,12000.0,2,1
2947,1,0,1,2,2,0,6500.0,1,0
2949,1,1,1,1,1,0,18500.0,1,0
2951,1,0,1,1,0,0,25000.0,1,0
2952,1,0,1,2,2,0,11000.0,2,0
2953,0,1,0,2,0,0,6500.0,2,1
2963,1,0,1,2,2,0,11000.0,2,1
2965,1,0,1,2,2,0,25000.0,1,0
2966,1,1,1,1,0,0,18000.0,1,0
2967,1,1,1,0,0,0,28300.0,1,1
2968,1,0,0,1,1,0,8800.0,1,1
2969,1,0,0,0,0,0,18500.0,1,1
2972,1,1,1,0,0,0,10000.0,2,2
2973,1,0,1,0,0,0,35000.0,1,1
2977,1,0,1,2,0,0,10000.0,3,2
2978,1,0,1,3,1,0,9000.0,2,1
2980,1,0,1,2,1,0,9000.0,3,2
2981,1,1,1,3,0,0,9000.0,2,2
2984,1,0,1,1,1,1,7000.0,1,1
2985,1,0,1,1,1,0,13500.0,1,0
2988,0,1,1,2,0,0,6800.0,1,0
2989,1,0,0,1,0,1,27000.0,1,0
2994,1,0,1,1,1,1,20000.0,1,1
2999,0,1,1,2,0,0,5200.0,2,2
3003,1,0,1,1,1,0,5000.0,2,1
3006,1,1,1,5,0,0,6900.0,1,0
3007,1,0,1,0,0,0,7000.0,2,1
3008,1,0,1,2,0,0,9500.0,1,1
3011,0,1,1,2,0,0,7000.0,2,1
3012,1,0,1,2,1,1,8000.0,1,0
3013,1,1,1,0,0,0,30000.0,2,2
3014,1,0,0,0,0,0,8500.0,1,1
3016,1,1,1,2,0,0,9000.0,3,2
3017,1,0,1,2,0,0,9000.0,2,1
3018,1,0,1,0,0,0,16000.0,1,1
3019,1,0,1,1,1,0,12000.0,2,1
3021,1,0,1,0,0,0,22000.0,2,2
3022,1,0,0,1,1,0,12500.0,1,0
3024,1,0,1,1,0,0,15000.0,2,1
3025,1,0,0,2,2,0,7500.0,2,1
3026,1,0,1,3,0,0,7000.0,2,2
3027,1,0,0,1,1,0,12000.0,2,2
3028,1,0,1,3,0,0,9800.0,2,0
3031,1,0,1,1,0,0,30000.0,2,0
3032,1,0,1,2,0,0,15000.0,2,2
3033,1,0,1,0,0,0,9000.0,2,1
3035,1,0,0,2,0,1,15000.0,1,0
3038,1,0,0,2,2,1,25000.0,1,0
3041,1,0,0,1,0,0,12000.0,1,1
3046,1,0,1,2,2,1,53000.0,1,0
3047,1,0,1,3,0,1,5000.0,2,1
3048,1,0,0,1,0,0,8000.0,1,0
3051,1,0,0,2,2,0,35000.0,2,2
3055,1,0,1,1,1,0,6000.0,2,1
3058,1,0,0,0,0,0,25000.0,2,2
3064,0,1,0,5,0,0,6800.0,2,1
3065,1,1,1,4,0,0,15000.0,2,2
3066,0,1,1,0,0,0,40000.0,2,2
3068,1,0,1,1,1,0,8000.0,3,3
3070,1,0,1,1,1,0,7000.0,2,1
3071,0,1,0,1,0,0,7000.0,2,1
3075,1,0,0,2,2,0,10200.0,2,2
3078,1,0,0,3,0,0,14000.0,1,0
3080,0,1,1,1,0,0,5000.0,3,3
3083,1,0,0,1,2,0,6000.0,2,2
3086,1,0,1,2,0,0,10000.0,2,1
3087,0,1,1,1,0,0,8500.0,2,2
3088,1,0,0,0,0,0,16000.0,2,1
3094,1,0,1,3,0,0,18000.0,2,1
3097,1,0,0,2,2,1,54000.0,1,0
3099,1,0,1,2,2,0,23000.0,2,1
3100,1,1,1,4,0,0,8000.0,1,0
3101,1,0,1,1,0,0,6000.0,3,3
3103,1,0,1,0,0,0,6000.0,2,2
3104,1,0,0,2,2,0,20000.0,2,1
3105,1,0,1,1,1,0,8200.0,2,1
3106,1,1,1,2,0,0,6000.0,2,2
3107,1,0,1,3,0,0,15380.0,2,1
3109,1,0,1,2,1,0,8000.0,3,1
3110,1,0,1,2,0,1,15000.0,2,0
3112,1,0,1,2,0,0,18000.0,3,3
3113,1,0,1,2,2,1,9000.0,1,0
3114,0,1,1,2,0,0,5500.0,2,1
3115,1,0,1,2,2,0,4000.0,2,1
3116,1,0,1,2,0,0,22000.0,2,2
3117,1,0,1,2,0,0,7200.0,2,2
3118,1,0,1,1,0,0,4000.0,2,2
3120,1,0,0,0,0,0,6500.0,2,2
3122,1,0,1,0,0,0,4300.0,2,1
3123,1,0,0,2,0,0,5000.0,2,1
3124,1,0,1,0,0,0,11000.0,2,1
3125,1,0,1,3,0,1,10000.0,2,2
3127,1,0,1,2,0,0,6000.0,2,2
3128,1,0,1,2,1,0,20000.0,2,1
3129,1,0,1,2,0,0,10000.0,2,0
3131,1,0,1,1,0,0,12000.0,3,2
3132,1,1,1,0,0,0,7000.0,3,3
3135,1,0,1,0,0,0,26000.0,1,0
3136,1,0,1,1,0,0,35000.0,1,0
3137,0,1,1,3,0,0,12000.0,1,0
3141,1,0,1,1,1,0,7000.0,2,2
3143,1,0,0,0,0,0,35000.0,2,2
3144,1,0,0,2,2,0,15000.0,3,3
3145,0,1,1,0,0,0,5500.0,2,1
3147,1,0,1,1,1,1,8000.0,1,1
3148,1,0,1,2,0,0,5000.0,2,1
3149,1,0,1,1,1,0,15000.0,2,1
3150,1,0,1,2,0,1,7000.0,2,1
3151,0,1,1,2,0,0,4000.0,2,2
3152,1,0,1,1,0,0,5000.0,2,2
3153,1,0,1,1,1,0,11000.0,2,1
3154,1,0,1,0,1,0,7000.0,3,2
3157,1,0,1,0,0,0,3700.0,1,1
3161,1,0,0,1,1,0,12600.0,3,2
3163,1,0,0,1,0,0,10000.0,2,1
3164,1,0,1,1,0,0,17000.0,1,0
3168,0,1,1,0,0,0,6000.0,2,1
3170,1,0,0,1,1,0,6500.0,2,1
3172,1,0,0,3,3,1,20000.0,1,1
3173,1,0,0,2,2,1,10000.0,1,0
3175,1,0,1,1,1,0,7900.0,1,0
3176,1,0,0,3,0,0,13600.0,2,1
3178,1,0,0,1,1,0,22000.0,1,1
3180,1,0,1,0,0,0,21000.0,2,1
3181,1,0,1,2,1,0,10000.0,2,2
3183,0,1,1,0,0,1,5500.0,2,1
3185,0,1,1,2,0,0,6000.0,3,2
3189,1,0,0,2,1,0,18000.0,1,1
3191,1,1,1,2,0,0,15000.0,2,2
3193,1,0,0,0,0,0,6000.0,2,2
3194,1,0,0,1,1,0,7000.0,2,2
3196,0,1,0,4,0,0,4000.0,2,1
3199,1,0,1,1,1,0,12000.0,3,2
3200,1,0,1,3,1,0,22000.0,2,2
3201,0,1,0,2,0,0,6200.0,2,1
3202,1,0,1,0,0,0,3000.0,2,2
3203,1,0,0,0,0,1,20000.0,2,1
3204,1,0,1,1,0,0,7000.0,2,1
3207,1,0,1,2,2,0,22000.0,2,2
3208,1,0,1,0,0,0,19000.0,1,1
3210,1,0,1,2,2,0,18000.0,2,0
3211,1,0,1,2,2,0,7800.0,2,2
3212,1,0,1,1,1,0,12000.0,2,2
3213,1,0,1,2,0,0,11000.0,2,2
3214,0,1,1,0,0,0,6500.0,2,2
3215,1,0,1,1,0,0,4500.0,2,2
3216,1,0,0,1,1,0,15000.0,2,1
3217,0,1,1,3,0,0,4800.0,2,2
3218,0,1,1,3,2,0,6000.0,2,0
3224,1,0,1,0,0,0,5000.0,3,1
3225,1,0,1,3,2,0,15000.0,2,1
3226,1,0,1,3,1,0,16000.0,2,1
3230,1,0,1,1,1,0,15000.0,3,1
3232,1,1,1,0,0,0,20000.0,2,2
3233,1,0,1,1,1,1,18000.0,2,2
3236,0,1,1,0,0,0,6500.0,2,1
3238,1,0,0,4,4,0,9000.0,3,2
3239,1,0,1,2,2,0,15000.0,2,1
3240,1,0,1,3,1,1,8500.0,3,2
3242,1,0,1,0,0,0,10000.0,2,2
3244,1,0,1,2,2,0,13000.0,2,2
3245,0,1,1,0,0,1,11000.0,2,2
3246,0,1,0,0,0,0,6700.0,3,2
3247,1,0,1,0,0,0,16700.0,1,1
3252,1,0,1,0,0,0,8200.0,2,2
3259,1,0,0,1,0,0,9000.0,1,0
3261,1,0,1,1,1,0,9800.0,2,1
3262,1,0,0,1,1,0,27000.0,1,1
3265,1,0,0,1,1,0,34000.0,1,0
3266,1,0,0,2,0,0,10000.0,2,2
3267,1,1,0,2,0,0,30000.0,2,2
3268,1,0,1,3,2,0,9000.0,3,0
3273,1,0,1,1,1,0,28000.0,2,2
3274,1,0,1,1,1,0,22000.0,1,0
3275,1,0,1,2,1,0,5000.0,1,0
3276,1,1,1,3,0,0,12000.0,3,2
3277,1,0,1,1,1,0,15000.0,3,2
3278,1,0,1,1,1,0,80000.0,2,1
3283,0,1,1,2,0,0,6400.0,1,0
3287,1,0,0,0,1,0,40000.0,1,1
3288,1,0,1,0,0,0,32000.0,1,0
3289,0,1,1,3,2,0,5050.0,1,0
3292,1,1,1,0,0,0,12000.0,1,0
3296,1,0,1,3,3,0,20000.0,1,1
3299,1,0,1,2,2,0,4330.0,1,0
3301,1,0,1,1,1,0,17000.0,2,1
3303,1,0,1,1,1,0,10000.0,3,3
3304,1,0,1,2,1,0,20000.0,3,2
3305,1,0,0,2,2,0,25000.0,2,1
3312,1,1,1,0,0,0,9400.0,1,0
3317,1,1,1,3,0,0,13000.0,2,2
3318,1,0,0,2,2,0,10000.0,2,2
3320,1,0,1,2,1,0,4500.0,1,0
3326,1,0,1,2,1,1,25000.0,1,0
3327,1,0,0,0,1,0,30000.0,1,0
3329,1,0,1,2,2,0,11600.0,1,0
3332,0,1,0,1,1,1,10000.0,1,0
3343,1,0,0,3,1,0,8000.0,1,0
3344,1,1,1,3,0,0,15000.0,1,0
3345,1,0,0,2,0,0,5000.0,1,0
3352,0,1,0,1,1,0,4000.0,1,1
3362,1,0,1,3,0,1,18000.0,1,0
3365,1,0,0,2,2,1,15000.0,1,0
3366,0,1,0,0,0,1,7000.0,1,0
3374,1,1,1,2,0,1,12500.0,1,0
3375,0,1,1,2,0,0,7500.0,1,0
3394,0,1,1,1,0,0,12600.0,1,0
3398,1,0,1,3,2,1,4300.0,1,0
3402,0,1,1,0,0,0,14000.0,1,0
3407,1,0,0,1,1,1,24000.0,1,1
3410,1,0,1,3,3,0,11000.0,1,0
3412,1,0,1,2,2,0,22000.0,1,0
3413,0,1,1,0,0,0,16000.0,1,0
3423,0,1,1,1,0,0,3100.0,1,0
3426,1,0,1,2,0,0,5500.0,1,0
3427,0,1,1,1,0,0,8300.0,1,0
3428,1,0,0,2,1,0,12000.0,1,1
3430,1,0,0,1,0,0,11000.0,1,1
3432,1,1,0,1,0,0,20000.0,1,0
3434,1,0,1,0,0,0,9100.0,1,0
3449,1,0,0,0,0,1,67000.0,1,1
3453,1,1,1,3,0,1,10000.0,1,0
3466,1,0,1,1,1,0,22000.0,2,1
3470,1,1,0,2,0,0,9400.0,1,1
3475,1,0,1,2,2,1,25000.0,1,1
3479,1,1,1,0,0,0,30000.0,1,1
3491,1,0,0,1,1,0,24.0,1,0
3497,0,1,1,0,0,0,4500.0,1,1
3500,0,1,1,3,0,0,10000.0,1,1
3501,1,1,0,0,0,0,15000.0,1,0
3504,1,1,1,2,0,0,24000.0,1,0
3510,1,0,0,1,1,0,19000.0,1,0
3522,1,1,1,1,0,0,12000.0,1,0
3526,1,0,0,0,0,0,24000.0,1,0
3528,1,0,1,1,1,1,17000.0,1,1
3531,0,1,1,0,0,1,7500.0,1,0
3535,0,1,1,0,0,0,4500.0,1,0
3537,1,0,0,3,3,0,16000.0,1,1
3541,1,0,0,2,1,1,18000.0,1,0
3545,1,0,1,4,4,0,5000.0,1,0
3548,1,1,1,4,1,0,6700.0,1,0
3549,1,0,0,2,3,0,30000.0,1,1
3552,0,1,1,1,1,0,6500.0,1,1
3554,1,0,0,2,1,0,22000.0,1,0
3557,1,0,1,1,1,0,9800.0,1,0
3559,1,0,0,1,0,1,7251.0,1,0
3564,1,0,1,0,1,0,12000.0,2,1
3569,1,0,1,2,1,0,7500.0,1,0
3573,1,0,1,1,0,0,4300.0,1,0
3576,1,1,1,1,0,0,8700.0,1,0
3586,1,0,1,0,0,1,16000.0,1,0
3594,1,1,1,2,0,0,30000.0,1,0
3596,1,0,1,4,1,0,5000.0,1,0
3603,1,0,1,1,1,0,38000.0,1,0
3607,1,0,0,2,1,0,7000.0,1,0
3609,0,1,1,1,1,0,6000.0,1,0
3610,1,0,1,1,0,0,5790.0,1,0
3612,1,0,0,1,1,0,6000.0,2,0
3615,0,1,1,1,1,0,5400.0,1,0
3616,1,1,1,2,0,0,15000.0,1,1
3617,1,0,0,1,0,0,19000.0,1,0
3620,1,0,1,1,1,0,10800.0,1,0
3631,1,0,1,3,3,0,8000.0,1,0
3634,1,0,1,2,0,1,13000.0,1,0
3636,1,0,0,1,0,1,20000.0,2,1
3638,1,0,1,0,1,0,15000.0,1,0
3640,1,0,1,2,2,0,10300.0,1,0
3641,1,0,1,2,0,0,7000.0,2,1
3647,0,1,0,2,0,0,4700.0,1,0
3648,1,0,1,0,0,1,6000.0,1,0
3653,1,0,0,1,1,1,8000.0,1,0
3654,0,1,1,1,1,0,5200.0,1,0
3659,0,1,1,2,0,0,6299.19,1,0
3660,1,0,1,3,3,0,6000.0,1,1
3664,1,1,1,1,0,0,16000.0,1,1
3666,0,1,1,3,0,1,7000.0,1,1
3669,1,0,0,0,0,0,11500.0,1,0
3670,1,1,1,0,0,0,9500.0,1,0
3671,1,0,1,3,0,0,3500.0,1,0
3673,1,0,1,2,1,0,17000.0,1,0
3675,1,0,1,2,1,0,5800.0,1,0
3678,1,0,1,2,1,0,22000.0,1,1
3680,1,0,0,1,1,0,32000.0,1,0
3681,1,0,1,1,1,0,14000.0,2,1
3682,1,0,1,2,1,0,8600.0,1,0
3686,1,0,0,1,1,0,7500.0,1,1
3690,1,1,1,1,0,0,9500.0,1,0
3696,1,1,0,0,0,0,24000.0,1,0
3697,1,0,0,1,0,1,35000.0,1,0
3704,1,0,0,3,0,0,15000.0,1,1
3707,1,0,1,1,1,0,5300.0,1,0
3717,1,0,1,2,0,1,20000.0,1,0
3723,1,0,0,2,2,0,13500.0,1,1
3726,1,0,1,3,1,1,10000.0,1,0
3728,1,0,0,4,0,0,10000.0,1,0
3732,0,1,1,2,0,0,12000.0,1,0
3737,0,1,1,2,1,0,11000.0,1,0
3740,1,0,1,0,0,0,100000.0,1,0
3744,1,0,1,2,1,1,4500.0,1,0
3747,0,1,1,0,0,1,15000.0,1,0
3748,1,0,0,0,1,0,23000.0,1,0
3751,1,0,1,0,0,0,34000.0,1,1
3753,1,0,1,0,0,0,28000.0,1,1
3755,1,0,1,1,0,1,5000.0,1,1
3757,1,0,0,0,0,0,6000.0,2,1
3759,1,0,1,4,0,0,12000.0,1,1
3761,1,0,1,2,2,1,20000.0,2,1
3763,1,0,0,2,2,0,30000.0,2,2
3764,1,0,1,1,1,0,22500.0,2,1
3767,1,0,1,0,0,0,17000.0,2,1
3769,1,0,1,0,0,1,7000.0,2,1
3770,1,0,1,1,0,1,6000.0,1,1
3771,1,0,1,1,0,0,20000.0,2,1
3773,1,0,0,0,0,0,10500.0,2,1
3775,1,0,1,2,2,0,8500.0,2,1
3776,1,1,1,2,0,0,24000.0,1,1
3777,1,0,1,2,2,0,23000.0,1,1
3779,0,1,1,2,0,0,6000.0,2,1
3785,1,0,1,1,1,0,38000.0,2,1
3786,1,0,0,0,0,1,25000.0,2,1
3788,1,0,0,1,1,1,11000.0,2,1
3789,0,1,1,2,0,0,12000.0,2,1
3791,1,0,1,2,0,0,7800.0,2,1
3792,1,0,0,3,3,0,7500.0,3,2
3795,1,0,1,2,0,0,12500.0,1,1
3797,1,0,0,2,2,0,21800.0,3,3
3799,1,0,1,1,0,0,6000.0,2,1
3800,1,0,0,0,0,0,16000.0,3,2
3801,1,0,1,2,0,1,30000.0,1,1
3803,1,0,1,2,2,0,50000.0,1,1
3805,1,0,0,0,0,1,20000.0,4,2
3808,1,0,1,2,1,0,15000.0,2,1
3809,1,0,0,2,0,0,20000.0,2,1
3811,0,1,0,0,0,0,5000.0,1,1
3814,1,0,1,2,2,0,8000.0,3,3
3815,1,0,0,3,0,0,10000.0,1,1
3816,1,0,1,3,1,0,20000.0,4,3
3818,1,0,1,2,0,0,9500.0,2,1
3819,1,0,1,1,1,0,11000.0,3,2
3820,1,1,0,1,1,0,16000.0,2,1
3822,1,0,1,0,0,0,7800.0,2,1
3823,1,1,0,2,1,0,11000.0,2,1
3828,1,0,1,0,0,0,16800.0,2,1
3831,1,0,1,1,1,0,8000.0,2,1
3833,1,0,1,0,0,0,20000.0,2,1
3834,0,1,1,1,0,1,10000.0,1,1
3835,1,0,1,1,0,0,25000.0,2,1
3839,1,0,0,0,1,1,30000.0,2,1
3841,1,0,1,0,0,1,6000.0,2,1
3842,1,0,0,2,3,1,7000.0,2,1
3843,1,0,1,3,1,0,5500.0,1,1
3845,1,0,1,0,0,0,41900.0,1,1
3846,1,0,0,1,1,0,19000.0,2,1
3849,1,0,1,2,2,0,4300.0,1,1
3850,1,1,0,2,0,0,20000.0,1,1
3851,0,1,1,0,0,0,6500.0,1,1
3854,1,0,1,2,1,0,7000.0,1,1
3855,1,0,0,2,0,0,13000.0,2,1
3856,1,0,1,1,1,1,12000.0,2,1
3857,1,0,0,0,0,1,23000.0,1,1
3860,0,1,1,0,0,0,16000.0,1,1
3861,1,0,0,3,3,0,20000.0,2,1
3862,1,1,1,2,0,0,10000.0,2,1
3870,0,1,1,1,0,0,6500.0,2,1
3871,1,1,1,0,0,0,10000.0,2,1
3874,1,0,0,0,0,0,21000.0,2,1
3882,1,1,1,1,0,0,23500.0,2,2
3888,1,1,1,2,1,0,15000.0,1,1
3890,1,0,0,4,2,0,20000.0,1,1
3893,1,0,1,1,0,0,12000.0,2,2
3898,1,0,1,1,0,0,36000.0,1,1
3899,1,0,1,2,1,0,14000.0,2,1
3900,1,0,1,2,2,0,9500.0,1,1
3901,1,1,1,1,0,0,23000.0,1,1
3902,0,1,1,3,0,0,6180.0,2,1
3905,1,1,1,3,0,0,14000.0,1,1
3907,1,0,1,0,1,0,5500.0,2,1
3909,1,0,0,2,2,0,10000.0,2,1
3913,1,0,1,2,2,0,10500.0,3,2
3914,0,1,1,0,0,0,8200.0,2,1
3917,1,0,0,4,3,1,15000.0,1,1
3920,1,0,1,2,2,1,9000.0,1,1
3925,1,0,1,0,0,0,14000.0,2,1
3926,1,0,1,1,0,0,5000.0,1,1
3934,1,1,1,1,0,0,9800.0,1,1
3936,1,0,1,2,0,0,13000.0,2,1
3938,1,0,1,1,1,0,9800.0,1,1
